Bitstamp-Bid,Bitstamp-Ask,Binance-bid,Binance-ask,bit->bin,bin->bit,P/L1,P/L2,Good1,Good2
0.00007526,0.00007559,0.0000754,0.00007541,-0.25198939,-0.198912611,-25.19893899,-19.89126111,FALSE,FALSE
0.00007526,0.00007559,0.0000754,0.00007541,-0.25198939,-0.198912611,-25.19893899,-19.89126111,FALSE,FALSE
0.00007527,0.00007559,0.0000754,0.00007541,-0.25198939,-0.18565177,-25.19893899,-18.56517703,FALSE,FALSE
0.00007527,0.00007559,0.0000754,0.00007542,-0.25198939,-0.198886237,-25.19893899,-19.88862371,FALSE,FALSE
0.00007527,0.00007559,0.00007541,0.00007544,-0.238695133,-0.225344645,-23.86951333,-22.53446448,FALSE,FALSE
0.00007527,0.00007559,0.00007541,0.00007544,-0.238695133,-0.225344645,-23.86951333,-22.53446448,FALSE,FALSE
0.0000753,0.00007559,0.00007541,0.00007544,-0.238695133,-0.185577943,-23.86951333,-18.55779427,FALSE,FALSE
0.0000753,0.00007559,0.0000754,0.00007544,-0.25198939,-0.185577943,-25.19893899,-18.55779427,FALSE,FALSE
0.00007531,0.00007559,0.0000754,0.00007544,-0.25198939,-0.172322375,-25.19893899,-17.23223754,FALSE,FALSE
0.00007531,0.00007559,0.00007531,0.00007544,-0.371796574,-0.172322375,-37.17965742,-17.23223754,FALSE,FALSE
0.00007532,0.00007559,0.00007531,0.00007544,-0.371796574,-0.159066808,-37.17965742,-15.90668081,FALSE,FALSE
0.00007532,0.00007559,0.00007532,0.00007544,-0.358470526,-0.159066808,-35.84705258,-15.90668081,FALSE,FALSE
0.00007534,0.00007559,0.00007532,0.00007544,-0.358470526,-0.132555673,-35.84705258,-13.25556734,FALSE,FALSE
0.00007534,0.00007559,0.00007532,0.00007544,-0.358470526,-0.132555673,-35.84705258,-13.25556734,FALSE,FALSE
0.00007534,0.00007559,0.00007532,0.00007544,-0.358470526,-0.132555673,-35.84705258,-13.25556734,FALSE,FALSE
0.00007534,0.00007559,0.00007532,0.0000754,-0.358470526,-0.079575597,-35.84705258,-7.957559682,FALSE,FALSE
0.00007533,0.00007559,0.00007532,0.0000754,-0.358470526,-0.092838196,-35.84705258,-9.283819629,FALSE,FALSE
0.00007533,0.00007559,0.00007532,0.0000754,-0.358470526,-0.092838196,-35.84705258,-9.283819629,FALSE,FALSE
0.00007533,0.00007559,0.00007532,0.0000754,-0.358470526,-0.092838196,-35.84705258,-9.283819629,FALSE,FALSE
0.00007533,0.00007559,0.00007532,0.0000754,-0.358470526,-0.092838196,-35.84705258,-9.283819629,FALSE,FALSE
0.00007533,0.00007559,0.00007532,0.0000754,-0.358470526,-0.092838196,-35.84705258,-9.283819629,FALSE,FALSE
0.00007533,0.00007559,0.00007532,0.0000754,-0.358470526,-0.092838196,-35.84705258,-9.283819629,FALSE,FALSE
0.00007526,0.00007564,0.00007532,0.00007538,-0.424853956,-0.15919342,-42.48539565,-15.919342,FALSE,FALSE
0.00007526,0.00007564,0.00007532,0.00007538,-0.424853956,-0.15919342,-42.48539565,-15.919342,FALSE,FALSE
0.00007527,0.00007564,0.00007538,0.0000754,-0.344919077,-0.172413793,-34.49190767,-17.24137931,FALSE,FALSE
0.00007527,0.00007564,0.00007538,0.0000754,-0.344919077,-0.172413793,-34.49190767,-17.24137931,FALSE,FALSE
0.00007528,0.00007564,0.00007538,0.0000754,-0.344919077,-0.159151194,-34.49190767,-15.91511936,FALSE,FALSE
0.00007528,0.00007564,0.00007538,0.0000754,-0.344919077,-0.159151194,-34.49190767,-15.91511936,FALSE,FALSE
0.0000753,0.00007564,0.00007532,0.0000754,-0.424853956,-0.132625995,-42.48539565,-13.26259947,FALSE,FALSE
0.0000753,0.00007564,0.00007532,0.0000754,-0.424853956,-0.132625995,-42.48539565,-13.26259947,FALSE,FALSE
0.0000753,0.00007564,0.00007532,0.0000754,-0.424853956,-0.132625995,-42.48539565,-13.26259947,FALSE,FALSE
0.0000753,0.00007564,0.00007533,0.0000754,-0.411522634,-0.132625995,-41.15226337,-13.26259947,FALSE,FALSE
0.00007533,0.00007563,0.00007533,0.0000754,-0.39824771,-0.092838196,-39.82477101,-9.283819629,FALSE,FALSE
0.00007533,0.00007563,0.00007533,0.0000754,-0.39824771,-0.092838196,-39.82477101,-9.283819629,FALSE,FALSE
0.00007531,0.00007562,0.00007534,0.0000754,-0.371648527,-0.119363395,-37.16485267,-11.93633952,FALSE,FALSE
0.00007531,0.00007562,0.00007534,0.0000754,-0.371648527,-0.119363395,-37.16485267,-11.93633952,FALSE,FALSE
0.00007531,0.00007563,0.00007534,0.0000754,-0.384921688,-0.119363395,-38.49216883,-11.93633952,FALSE,FALSE
0.00007531,0.00007563,0.00007534,0.0000754,-0.384921688,-0.119363395,-38.49216883,-11.93633952,FALSE,FALSE
0.00007531,0.00007563,0.00007534,0.0000754,-0.384921688,-0.119363395,-38.49216883,-11.93633952,FALSE,FALSE
0.00007531,0.00007563,0.00007534,0.00007538,-0.384921688,-0.092862828,-38.49216883,-9.286282834,FALSE,FALSE
0.00007532,0.00007564,0.00007534,0.00007538,-0.39819485,-0.07959671,-39.819485,-7.959671,FALSE,FALSE
0.00007532,0.00007564,0.00007534,0.0000754,-0.39819485,-0.106100796,-39.819485,-10.61007958,FALSE,FALSE
0.00007535,0.00007564,0.00007532,0.0000754,-0.424853956,-0.066312997,-42.48539565,-6.631299735,FALSE,FALSE
0.00007535,0.00007564,0.00007538,0.0000754,-0.344919077,-0.066312997,-34.49190767,-6.631299735,FALSE,FALSE
0.00007535,0.00007564,0.00007538,0.0000754,-0.344919077,-0.066312997,-34.49190767,-6.631299735,FALSE,FALSE
0.00007535,0.00007564,0.00007538,0.0000754,-0.344919077,-0.066312997,-34.49190767,-6.631299735,FALSE,FALSE
0.00007533,0.00007564,0.00007538,0.0000754,-0.344919077,-0.092838196,-34.49190767,-9.283819629,FALSE,FALSE
0.00007533,0.00007564,0.00007532,0.00007539,-0.424853956,-0.079586152,-42.48539565,-7.958615201,FALSE,FALSE
0.00007533,0.00007563,0.00007532,0.00007539,-0.41157727,-0.079586152,-41.15772703,-7.958615201,FALSE,FALSE
0.00007533,0.00007563,0.00007532,0.00007539,-0.41157727,-0.079586152,-41.15772703,-7.958615201,FALSE,FALSE
0.00007533,0.00007563,0.00007532,0.00007539,-0.41157727,-0.079586152,-41.15772703,-7.958615201,FALSE,FALSE
0.00007533,0.00007563,0.00007532,0.00007539,-0.41157727,-0.079586152,-41.15772703,-7.958615201,FALSE,FALSE
0.00007533,0.00007562,0.00007532,0.00007539,-0.398300584,-0.079586152,-39.83005842,-7.958615201,FALSE,FALSE
0.00007533,0.00007562,0.00007532,0.00007539,-0.398300584,-0.079586152,-39.83005842,-7.958615201,FALSE,FALSE
0.00007533,0.0000756,0.00007532,0.00007539,-0.371747212,-0.079586152,-37.17472119,-7.958615201,FALSE,FALSE
0.00007533,0.0000756,0.00007532,0.00007539,-0.371747212,-0.079586152,-37.17472119,-7.958615201,FALSE,FALSE
0.00007533,0.0000756,0.00007532,0.00007539,-0.371747212,-0.079586152,-37.17472119,-7.958615201,FALSE,FALSE
0.00007533,0.0000756,0.00007532,0.00007538,-0.371747212,-0.066330592,-37.17472119,-6.633059167,FALSE,FALSE
0.00007533,0.00007561,0.00007532,0.00007538,-0.385023898,-0.066330592,-38.5023898,-6.633059167,FALSE,FALSE
0.00007533,0.00007561,0.00007532,0.00007535,-0.385023898,-0.0265428,-38.5023898,-2.654280027,FALSE,FALSE
0.00007533,0.00007561,0.00007538,0.0000754,-0.305120722,-0.092838196,-30.51207217,-9.283819629,FALSE,FALSE
0.00007533,0.00007561,0.00007538,0.0000754,-0.305120722,-0.092838196,-30.51207217,-9.283819629,FALSE,FALSE
0.00007533,0.00007561,0.00007538,0.0000754,-0.305120722,-0.092838196,-30.51207217,-9.283819629,FALSE,FALSE
0.00007533,0.00007561,0.00007538,0.0000754,-0.305120722,-0.092838196,-30.51207217,-9.283819629,FALSE,FALSE
0.00007534,0.00007561,0.00007538,0.00007539,-0.305120722,-0.066321793,-30.51207217,-6.632179334,FALSE,FALSE
0.00007534,0.00007561,0.00007539,0.0000754,-0.291815891,-0.079575597,-29.18158907,-7.957559682,FALSE,FALSE
0.00007533,0.0000756,0.00007539,0.0000754,-0.278551532,-0.092838196,-27.8551532,-9.283819629,FALSE,FALSE
0.00007533,0.0000756,0.00007539,0.0000754,-0.278551532,-0.092838196,-27.8551532,-9.283819629,FALSE,FALSE
0.00007526,0.00007561,0.00007539,0.0000754,-0.291815891,-0.185676393,-29.18158907,-18.56763926,FALSE,FALSE
0.00007526,0.00007561,0.00007539,0.0000754,-0.291815891,-0.185676393,-29.18158907,-18.56763926,FALSE,FALSE
0.00007528,0.00007561,0.00007539,0.0000754,-0.291815891,-0.159151194,-29.18158907,-15.91511936,FALSE,FALSE
0.00007528,0.00007561,0.00007539,0.0000754,-0.291815891,-0.159151194,-29.18158907,-15.91511936,FALSE,FALSE
0.00007526,0.00007561,0.00007539,0.0000754,-0.291815891,-0.185676393,-29.18158907,-18.56763926,FALSE,FALSE
0.00007526,0.00007561,0.00007539,0.0000754,-0.291815891,-0.185676393,-29.18158907,-18.56763926,FALSE,FALSE
0.00007526,0.00007561,0.00007539,0.0000754,-0.291815891,-0.185676393,-29.18158907,-18.56763926,FALSE,FALSE
0.00007526,0.00007561,0.00007539,0.0000754,-0.291815891,-0.185676393,-29.18158907,-18.56763926,FALSE,FALSE
0.00007526,0.00007561,0.00007539,0.0000754,-0.291815891,-0.185676393,-29.18158907,-18.56763926,FALSE,FALSE
0.00007526,0.00007561,0.00007539,0.0000754,-0.291815891,-0.185676393,-29.18158907,-18.56763926,FALSE,FALSE
0.00007528,0.00007561,0.00007539,0.0000754,-0.291815891,-0.159151194,-29.18158907,-15.91511936,FALSE,FALSE
0.00007528,0.00007561,0.00007539,0.0000754,-0.291815891,-0.159151194,-29.18158907,-15.91511936,FALSE,FALSE
0.00007528,0.00007561,0.00007539,0.0000754,-0.291815891,-0.159151194,-29.18158907,-15.91511936,FALSE,FALSE
0.00007528,0.00007561,0.00007539,0.0000754,-0.291815891,-0.159151194,-29.18158907,-15.91511936,FALSE,FALSE
0.00007528,0.0000756,0.00007539,0.0000754,-0.278551532,-0.159151194,-27.8551532,-15.91511936,FALSE,FALSE
0.00007528,0.0000756,0.00007539,0.0000754,-0.278551532,-0.159151194,-27.8551532,-15.91511936,FALSE,FALSE
0.00007528,0.0000756,0.00007539,0.0000754,-0.278551532,-0.159151194,-27.8551532,-15.91511936,FALSE,FALSE
0.00007528,0.0000756,0.00007539,0.0000754,-0.278551532,-0.159151194,-27.8551532,-15.91511936,FALSE,FALSE
0.00007528,0.0000756,0.00007539,0.0000754,-0.278551532,-0.159151194,-27.8551532,-15.91511936,FALSE,FALSE
0.00007528,0.0000756,0.00007539,0.0000754,-0.278551532,-0.159151194,-27.8551532,-15.91511936,FALSE,FALSE
0.00007528,0.00007563,0.00007539,0.0000754,-0.318344608,-0.159151194,-31.8344608,-15.91511936,FALSE,FALSE
0.00007528,0.00007563,0.00007539,0.0000754,-0.318344608,-0.159151194,-31.8344608,-15.91511936,FALSE,FALSE
0.00007528,0.00007563,0.00007539,0.0000754,-0.318344608,-0.159151194,-31.8344608,-15.91511936,FALSE,FALSE
0.00007528,0.00007563,0.0000754,0.00007543,-0.305039788,-0.19885987,-30.50397878,-19.88598701,FALSE,FALSE
0.00007528,0.00007561,0.0000754,0.00007543,-0.278514589,-0.19885987,-27.85145889,-19.88598701,FALSE,FALSE
0.00007528,0.00007561,0.0000754,0.00007543,-0.278514589,-0.19885987,-27.85145889,-19.88598701,FALSE,FALSE
0.00007528,0.00007562,0.0000754,0.00007543,-0.291777188,-0.19885987,-29.17771883,-19.88598701,FALSE,FALSE
0.00007528,0.00007562,0.0000754,0.00007543,-0.291777188,-0.19885987,-29.17771883,-19.88598701,FALSE,FALSE
0.00007528,0.00007562,0.0000754,0.00007543,-0.291777188,-0.19885987,-29.17771883,-19.88598701,FALSE,FALSE
0.00007528,0.00007562,0.00007542,0.00007543,-0.265181649,-0.19885987,-26.51816494,-19.88598701,FALSE,FALSE
0.00007528,0.00007562,0.0000754,0.00007543,-0.291777188,-0.19885987,-29.17771883,-19.88598701,FALSE,FALSE
0.00007528,0.00007562,0.0000754,0.00007543,-0.291777188,-0.19885987,-29.17771883,-19.88598701,FALSE,FALSE
0.00007506,0.00007507,0.00007539,0.00007542,0.424459477,-0.477326969,42.44594774,-47.7326969,TRUE,FALSE
0.00007506,0.00007507,0.00007539,0.00007542,0.424459477,-0.477326969,42.44594774,-47.7326969,TRUE,FALSE
0.00007506,0.00007507,0.00007539,0.00007542,0.424459477,-0.477326969,42.44594774,-47.7326969,TRUE,FALSE
0.00007509,0.00007559,0.00007538,0.00007542,-0.278588485,-0.437549722,-27.8588485,-43.75497216,FALSE,FALSE
0.00007509,0.00007559,0.00007538,0.00007542,-0.278588485,-0.437549722,-27.8588485,-43.75497216,FALSE,FALSE
0.0000751,0.00007556,0.00007538,0.00007542,-0.23879013,-0.424290639,-23.879013,-42.42906391,FALSE,FALSE
0.0000751,0.00007556,0.00007538,0.00007542,-0.23879013,-0.424290639,-23.879013,-42.42906391,FALSE,FALSE
0.00007512,0.00007556,0.00007538,0.00007542,-0.23879013,-0.397772474,-23.879013,-39.77724741,FALSE,FALSE
0.00007512,0.00007556,0.00007538,0.00007542,-0.23879013,-0.397772474,-23.879013,-39.77724741,FALSE,FALSE
0.00007512,0.00007556,0.0000754,0.00007542,-0.212201592,-0.397772474,-21.22015915,-39.77724741,FALSE,FALSE
0.00007513,0.00007554,0.0000754,0.00007542,-0.185676393,-0.384513392,-18.56763926,-38.45133917,FALSE,FALSE
0.00007513,0.00007554,0.0000754,0.00007542,-0.185676393,-0.384513392,-18.56763926,-38.45133917,FALSE,FALSE
0.00007513,0.00007555,0.0000754,0.00007542,-0.198938992,-0.384513392,-19.8938992,-38.45133917,FALSE,FALSE
0.00007513,0.00007555,0.0000754,0.00007542,-0.198938992,-0.384513392,-19.8938992,-38.45133917,FALSE,FALSE
0.00007514,0.00007555,0.0000754,0.00007542,-0.198938992,-0.371254309,-19.8938992,-37.12543092,FALSE,FALSE
0.00007514,0.00007555,0.0000754,0.00007541,-0.198938992,-0.3580427,-19.8938992,-35.80426999,FALSE,FALSE
0.00007514,0.00007554,0.0000754,0.00007541,-0.185676393,-0.3580427,-18.56763926,-35.80426999,FALSE,FALSE
0.00007514,0.00007554,0.00007541,0.00007542,-0.17239093,-0.371254309,-17.23909296,-37.12543092,FALSE,FALSE
0.00007515,0.00007553,0.00007541,0.00007542,-0.159130089,-0.357995227,-15.91300888,-35.79952267,FALSE,FALSE
0.00007515,0.00007553,0.00007541,0.00007542,-0.159130089,-0.357995227,-15.91300888,-35.79952267,FALSE,FALSE
0.00007515,0.00007553,0.00007541,0.00007542,-0.159130089,-0.357995227,-15.91300888,-35.79952267,FALSE,FALSE
0.00007515,0.00007552,0.00007541,0.00007542,-0.145869248,-0.357995227,-14.58692481,-35.79952267,FALSE,FALSE
0.00007515,0.00007552,0.00007541,0.00007542,-0.145869248,-0.357995227,-14.58692481,-35.79952267,FALSE,FALSE
0.00007515,0.00007552,0.00007541,0.00007542,-0.145869248,-0.357995227,-14.58692481,-35.79952267,FALSE,FALSE
0.00007515,0.00007551,0.00007541,0.00007543,-0.132608407,-0.371205091,-13.26084074,-37.12050908,FALSE,FALSE
0.00007515,0.00007551,0.00007541,0.00007543,-0.132608407,-0.371205091,-13.26084074,-37.12050908,FALSE,FALSE
0.00007515,0.00007551,0.00007541,0.00007543,-0.132608407,-0.371205091,-13.26084074,-37.12050908,FALSE,FALSE
0.00007515,0.00007551,0.0000754,0.00007541,-0.145888594,-0.344781859,-14.58885942,-34.47818592,FALSE,FALSE
0.00007515,0.00007551,0.0000754,0.00007541,-0.145888594,-0.344781859,-14.58885942,-34.47818592,FALSE,FALSE
0.00007515,0.00007551,0.0000754,0.00007541,-0.145888594,-0.344781859,-14.58885942,-34.47818592,FALSE,FALSE
0.00007516,0.00007551,0.0000754,0.00007541,-0.145888594,-0.331521018,-14.58885942,-33.15210184,FALSE,FALSE
0.00007516,0.00007551,0.0000754,0.00007541,-0.145888594,-0.331521018,-14.58885942,-33.15210184,FALSE,FALSE
0.00007517,0.0000755,0.0000754,0.00007541,-0.132625995,-0.318260178,-13.26259947,-31.82601777,FALSE,FALSE
0.00007562,0.00007586,0.00007591,0.00007592,0.065867475,-0.395152792,6.586747464,-39.51527924,TRUE,FALSE